fullname,colloq_name,title,creation_date,department,type
Jean-Auguste-Dominique Ingres,IngrEs,Frederic 5th Earl of Guilford,1815,Prints,Print
Jean-Auguste-Dominique Ingres,IngrEs,Honorable Frederic Sylvester Douglas,1815,Prints,Print
Jean-Auguste-Dominique Ingres,IngrEs,Odalisque,1825,Prints,Print
Jean-Auguste-Dominique Ingres,IngrEs,Jacques Marguet de Norvins,c. 1811,Prints,Print
Jean-Auguste-Dominique Ingres,IngrEs,Antiochus and Stratonice,c. 1838,Modern European Painting and Sculpture,Painting
Jean-Auguste-Dominique Ingres,IngrEs,Study of Hands,1842,Drawings,Drawing
Fra Angelico,Fra Angélico,Coronation of the Virgin,1420s,Medieval Art,Painting
Dante Gabriel Rossetti,Rossetti,"Study for ""Venus Verticordia""",c. 1864,Drawings,Drawing
Salvador Dalí,Dalí,St. George and the Dragon,1947,Prints,Print
Salvador Dalí,Dalí,St. George and the Dragon,1947,Prints,Print
Salvador Dalí,Dalí,St. George and the Dragon,1947,Prints,Plate
Salvador Dalí,Dalí,St. George and the Dragon,1947,Prints,Print
Salvador Dalí,Dalí,St. George and the Dragon,1947,Prints,Print
Salvador Dalí,Dalí,St. George and the Dragon,1946,Drawings,Drawing
Salvador Dalí,Dalí,Untitled,1936,Drawings,Drawing
Salvador Dalí,Dalí,Languid Watches,1931,Drawings,Drawing
Salvador Dalí,Dalí,The Dream,1931,Modern European Painting and Sculpture,Painting
Salvador Dalí,Dalí,Marsupial Figure,1940,Drawings,Drawing
Frans Hals,Hals,"Portrait of a Woman, probably Aeltje Dircksdr. Pater",1638,European Painting and Sculpture,Painting
Frans Hals,Hals,Portrait of Tieleman Roosterman,1634,European Painting and Sculpture,Painting
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 1 - Kamar Al-Zaman and the Jeweller's Wife, No. 1: Cover",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 2 - Kamar Al-Zaman and the Jeweller's Wife, No. 2: Cover",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 3 - Kamar Al-Zaman and the Jeweller's Wife, No. 3: Cover",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 4 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 1: Cover",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 5 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 2: Cover",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 6 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 3: Cover",1948,Prints,Print
Marc Chagall,Chagall,"Julnar the Sea-born and her Son, King Badr Basim of Persia",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 7 - Julnar the Sea-born and her Son, King Badr Basim of Persia, No. 4: Cover",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 8 - Abdullah the Fisherman and Abdullah the Merman, No. 1: Cover",1948,Prints,Print
Marc Chagall,Chagall,Abdullah the Fisherman and Horse,1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 9 - Abdullah the Fisherman and Abdullah the Merman, No. 2: Cover",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 10 - The Tale of the Ebony Horse, No. 1: Cover",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 11 - The Tale of the Ebony Horse, No. 2: Cover",1948,Prints,Print
Marc Chagall,Chagall,The Tale of the Ebony Horse,1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3",1948,Prints,Print
Marc Chagall,Chagall,"Four Tales from the Arabian Nights:  No. 12 - The Tale of the Ebony Horse, No. 3: Cover",1948,Prints,Print
Marc Chagall,Chagall,Scheherazade's Night,1948,Prints,Print
